,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross_Collection,Certification,votes
613,The Woman King, Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim,Action, Drama, History,67.33,PG-13 ,"60,592"
614,Ready or Not, Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny,Action, Comedy, Horror,28.71,R ,"163,321"
615,Captain Marvel, Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law,Action, Adventure, Sci-Fi,426.83,PG-13 ,"578,488"
616,Aquaman, Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson,Action, Adventure, Fantasy,335.06,PG-13 ,"490,522"
617,The Book of Eli, Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman,Action, Adventure, Drama,94.84,R ,"326,748"
618,The Maze Runner, Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster,Action, Mystery, Sci-Fi,102.43,PG-13 ,"483,081"
619,Kisi Ka Bhai Kisi Ki Jaan, Salman Khan, Pooja Hegde, Venkatesh Daggubati, Aamir Naik,Action, Comedy, Drama,Nan,Not Rated ,"35,936"
620,TRON: Legacy, Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner,Action, Adventure, Sci-Fi,172.06,PG ,"345,163"
621,Men in Black 3, Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement,Action, Adventure, Comedy,179.02,PG-13 ,"372,628"
622,Mad Max, Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley,Action, Adventure, Sci-Fi,8.75,R ,"213,126"
623,Chappie, Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver,Action, Crime, Drama,31.57,R ,"259,278"
624,Boss Level, Frank Grillo, Mel Gibson, Naomi Watts, Michelle Yeoh,Action, Adventure, Comedy,Nan,TV-MA ,"72,614"
625,Thor: The Dark World, Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård,Action, Adventure, Fantasy,206.36,PG-13 ,"698,943"
626,Spectre, Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes,Action, Adventure, Thriller,200.07,PG-13 ,"450,534"
627,Bad Boys, Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro,Action, Comedy, Crime,65.81,R ,"274,585"
628,News of the World, Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson,Action, Adventure, Drama,Nan,PG-13 ,"91,100"
629,What Happened to Monday, Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari,Action, Crime, Fantasy,Nan,TV-MA ,"128,036"
630,The Island, Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi,Action, Sci-Fi, Thriller,35.82,PG-13 ,"320,934"
631,Hellboy, Ron Perlman, Doug Jones, Selma Blair, John Hurt,Action, Adventure, Fantasy,59.62,PG-13 ,"338,151"
632,The Mask of Zorro, Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, José María de Tavira,Action, Adventure, Comedy,94.10,PG-13 ,"190,711"
633,Logan's Run, Michael York, Jenny Agutter, Richard Jordan, Roscoe Lee Browne,Action, Adventure, Sci-Fi,25.00,PG ,"58,827"
634,Bloodsport, Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton,Action, Biography, Drama,11.81,R ,"88,863"
635,The Outpost, Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy,Action, Drama, History,Nan,R ,"37,010"
636,The Transporter, Jason Statham, Shu Qi, Matt Schulze, François Berléand,Action, Crime, Thriller,25.30,PG-13 ,"310,557"
637,Unstoppable, Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee,Action, Thriller,Nan,81.56,PG-13 ,"201,895"
638,Young Guns, Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen,Action, Drama, Western,45.66,R ,"64,563"
639,Hanna, Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps,Action, Adventure, Drama,40.26,PG-13 ,"202,404"
640,Superman II, Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty,Action, Adventure, Sci-Fi,108.19,PG ,"110,746"
641,Ghostbusters, Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones,Action, Comedy, Fantasy,128.34,PG-13 ,"236,779"
642,The Long Kiss Goodnight, Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko,Action, Crime, Drama,33.33,R ,"82,333"
643,Patriot Games, Harrison Ford, Sean Bean, Anne Archer, Patrick Bergin,Action, Thriller,Nan,83.29,R ,"116,051"
644,Shin Godzilla, Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Ôsugi,Action, Drama, Horror,1.92,Not Rated ,"29,680"
645,Dog Soldiers, Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham,Action, Horror, Thriller,Nan,R ,"62,816"
646,Four Brothers, Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund,Action, Crime, Drama,74.49,R ,"151,578"
647,You Only Live Twice, Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba,Action, Adventure, Thriller,43.08,PG ,"113,112"
648,Spies in Disguise, Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado,Animation, Action, Adventure,66.76,PG ,"52,472"
649,Street Kings, Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans,Action, Crime, Thriller,26.42,R ,"116,560"
650,Innerspace, Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy,Action, Adventure, Comedy,25.89,PG ,"62,564"
651,The Score, Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett,Action, Crime, Drama,71.07,R ,"130,764"
652,Tristan + Isolde, James Franco, Sophia Myles, Rufus Sewell, David O'Hara,Action, Drama, Romance,14.73,PG-13 ,"53,457"
653,Three Steps Above Heaven, Mario Casas, María Valverde, Álvaro Cervantes, Marina Salas,Action, Drama, Romance,Nan,Not Rated ,"27,289"
654,El Mariachi, Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt,Action, Crime, Thriller,2.04,R ,"69,211"
655,Unknown, Liam Neeson, Diane Kruger, January Jones, Aidan Quinn,Action, Mystery, Thriller,63.69,PG-13 ,"265,180"
656,Enemy Mine, Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus,Action, Adventure, Drama,4.27,PG-13 ,"49,614"
657,Green Zone, Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor,Action, Drama, Thriller,35.05,R ,"139,636"
658,Harsh Times, Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman,Action, Crime, Drama,3.34,R ,"67,136"
659,We Own the Night, Joaquin Phoenix, Mark Wahlberg, Eva Mendes, Danny Hoch,Action, Crime, Drama,28.56,R ,"90,741"
660,Who Am I?, Jackie Chan, Michelle Ferre, Mirai Yamamoto, Ron Smerczak,Action, Adventure, Comedy,Nan,PG-13 ,"41,443"
661,Dead Snow 2: Red vs, Geir Vegar Hoel, Ørjan Gamst, Martin Starr, Jocelyn DeBoer,Action, Comedy, Fantasy,Nan,R ,"25,754"
662,Black Panther: Wakanda Forever, Letitia Wright, Lupita Nyong'o, Danai Gurira, Winston Duke,Action, Adventure, Drama,453.72,PG-13 ,"266,903"
663,Extraction, Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal,Action, Thriller,Nan,Nan,R ,"213,965"
664,Kingsman: The Golden Circle, Taron Egerton, Colin Firth, Mark Strong, Channing Tatum,Action, Adventure, Comedy,100.23,R ,"342,736"
665,Safe House, Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga,Action, Thriller,Nan,126.37,R ,"228,037"
666,Jumanji: The Next Level, Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan,Action, Adventure, Comedy,316.83,PG-13 ,"263,033"
667,Black Widow, Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz,Action, Adventure, Sci-Fi,183.65,PG-13 ,"396,173"
668,The Adam Project, Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner,Action, Adventure, Comedy,Nan,PG-13 ,"213,471"
669,Road House, Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara,Action, Thriller,Nan,30.05,R ,"80,129"
670,Bumblebee, Hailee Steinfeld, Jorge Lendeborg Jr., John Cena, Jason Drucker,Action, Adventure, Sci-Fi,127.20,PG-13 ,"173,524"
671,The A-Team, Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel,Action, Adventure, Thriller,77.22,PG-13 ,"263,383"
672,Wanted, Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp,Action, Crime, Thriller,134.51,R ,"397,618"
673,Armageddon, Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler,Action, Adventure, Sci-Fi,201.57,PG-13 ,"435,993"
674,Super, Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon,Action, Comedy, Crime,0.32,R ,"81,965"
675,The Running Man, Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown,Action, Sci-Fi, Thriller,38.12,R ,"158,815"
676,In Time, Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde,Action, Sci-Fi, Thriller,37.52,PG-13 ,"422,582"
677,The Equalizer 2, Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean,Action, Crime, Thriller,102.08,R ,"169,140"
678,Midway, Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans,Action, Drama, History,56.85,PG-13 ,"89,544"
679,Violent Night, David Harbour, John Leguizamo, Beverly D'Angelo, Alex Hassell,Action, Comedy, Crime,Nan,R ,"70,663"
680,Enola Holmes 2, Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge,Action, Adventure, Crime,Nan,PG-13 ,"86,469"
681,King Arthur: Legend of the Sword, Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou,Action, Adventure, Drama,39.18,PG-13 ,"223,416"
682,Commando, Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells,Action, Adventure, Thriller,35.10,R ,"167,091"
683,Demolition Man, Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne,Action, Sci-Fi, Thriller,58.06,R ,"183,836"
684,Zombieland: Double Tap, Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin,Action, Comedy, Horror,73.12,R ,"188,643"
685,Teenage Mutant Ninja Turtles, Judith Hoag, Elias Koteas, Josh Pais, David Forman,Action, Adventure, Comedy,135.27,PG ,"97,513"
686,No Escape, Lake Bell, Pierce Brosnan, Owen Wilson, Thanawut Ketsaro,Action, Thriller,Nan,27.29,R ,"89,152"
687,Atomic Blonde, Charlize Theron, James McAvoy, John Goodman, Eddie Marsan,Action, Thriller,Nan,51.69,R ,"199,293"
688,The Living Daylights, Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker,Action, Adventure, Thriller,51.19,PG ,"101,997"
689,Escape Plan, Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio,Action, Thriller,Nan,25.13,R ,"249,459"
690,The Wolverine, Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima,Action, Sci-Fi,Nan,132.56,PG-13 ,"477,253"
691,Warcraft, Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper,Action, Adventure, Fantasy,47.37,PG-13 ,"270,152"
692,Tron, Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan,Action, Adventure, Sci-Fi,33.00,PG ,"125,019"
693,Out of the Furnace, Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson,Action, Crime, Drama,11.33,R ,"120,426"
694,Angels & Demons, Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård,Action, Mystery, Thriller,133.38,PG-13 ,"300,485"
695,2 Guns, Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton,Action, Thriller,Nan,75.61,R ,"218,475"
696,Blade II, Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela,Action, Horror, Sci-Fi,82.35,R ,"225,413"
697,The Matrix Revolutions, Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving,Action, Sci-Fi,Nan,139.31,R ,"525,137"
698,The Last Starfighter, Lance Guest, Robert Preston, Kay E. Kuter, Dan Mason,Action, Adventure, Sci-Fi,28.73,PG ,"44,033"
699,Wyatt Earp, Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews,Action, Adventure, Biography,25.05,PG-13 ,"53,002"
700,Absolute Power, Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney,Action, Crime, Drama,50.01,R ,"57,769"
701,Hot Shots!, Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges,Action, Comedy,Nan,69.47,PG-13 ,"112,182"
702,On Her Majesty's Secret Service, George Lazenby, Diana Rigg, Telly Savalas, Gabriele Ferzetti,Action, Adventure, Thriller,22.80,PG ,"95,170"
703,Pandorum, Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue,Action, Horror, Mystery,10.33,R ,"154,747"
704,The Grey, Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts,Action, Adventure, Drama,51.58,R ,"257,145"
705,Live and Let Die, Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James,Action, Adventure, Thriller,35.38,PG ,"111,072"
706,Backdraft, Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland,Action, Drama, Mystery,77.87,R ,"83,728"
707,Pete's Dragon, Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence,Action, Adventure, Comedy,76.23,PG ,"60,070"
708,Jungle, Daniel Radcliffe, Thomas Kretschmann, Alex Russell, Joel Jackson,Action, Adventure, Biography,Nan,R ,"59,761"
709,Conspiracy Theory, Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart,Action, Mystery, Thriller,75.98,R ,"103,625"
710,For Your Eyes Only, Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson,Action, Adventure, Thriller,62.30,PG ,"104,487"
711,Colors, Sean Penn, Robert Duvall, Maria Conchita Alonso, Randy Brooks,Action, Crime, Drama,46.62,R ,"28,134"
712,Rumble in the Bronx, Jackie Chan, Anita Mui, Françoise Yip, Bill Tung,Action, Comedy, Crime,32.39,R ,"43,977"
713,The Man with the Golden Gun, Roger Moore, Christopher Lee, Britt Ekland, Maud Adams,Action, Adventure, Thriller,20.97,PG ,"108,978"
714,Hardcore Henry, Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovskiy,Action, Adventure, Sci-Fi,9.25,R ,"98,610"
715,Harriet, Cynthia Erivo, Janelle Monáe, Leslie Odom Jr., Joe Alwyn,Action, Biography, Drama,Nan,PG-13 ,"28,785"
716,Hamburger Hill, Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan,Action, Drama, Thriller,13.84,R ,"26,728"
717,Gangster Squad, Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi,Action, Crime, Drama,46.00,R ,"218,804"
718,The Finest Hours, Chris Pine, Casey Affleck, Ben Foster, Eric Bana,Action, Drama, History,27.57,PG-13 ,"68,558"
719,Underworld: Evolution, Kate Beckinsale, Scott Speedman, Bill Nighy, Tony Curran,Action, Fantasy, Thriller,62.32,R ,"204,478"
720,Death Sentence, Kevin Bacon, John Goodman, Kelly Preston, Garrett Hedlund,Action, Crime, Drama,9.53,R ,"73,209"
721,Lethal Weapon 3, Mel Gibson, Danny Glover, Joe Pesci, Rene Russo,Action, Crime, Thriller,144.73,R ,"173,050"
722,Brooklyn's Finest, Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes,Action, Crime, Drama,27.15,R ,"65,040"
723,Tales from the Crypt: Demon Knight, Billy Zane, William Sadler, Jada Pinkett Smith, Brenda Bakke,Action, Fantasy, Horror,21.09,R ,"25,059"
724,Ransom, Mel Gibson, Gary Sinise, Rene Russo, Brawley Nolte,Action, Crime, Thriller,136.49,R ,"131,503"
725,Hidalgo, Viggo Mortensen, Omar Sharif, Zuleikha Robinson, Louise Lombard,Action, Adventure, Biography,67.29,PG-13 ,"83,821"
726,Appaloosa, Ed Harris, Viggo Mortensen, Renée Zellweger, Jeremy Irons,Action, Crime, Drama,20.21,R ,"62,751"
727,The Salvation, Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona,Action, Drama, Thriller,0.01,R ,"40,962"
728,The Enforcer, Clint Eastwood, Tyne Daly, Harry Guardino, Bradford Dillman,Action, Crime, Thriller,46.20,R ,"47,204"
729,Nothing to Lose, Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito,Action, Adventure, Comedy,44.46,R ,"47,969"
730,Blood and Bone, Michael Jai White, Julian Sands, Eamonn Walker, Dante Basco,Action, Crime, Drama,Nan,R ,"34,638"
731,The Brothers Bloom, Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi,Action, Adventure, Comedy,3.52,PG-13 ,"51,712"
732,Machine Gun Preacher, Gerard Butler, Michelle Monaghan, Michael Shannon, Kathy Baker,Action, Biography, Crime,0.54,R ,"67,508"
733,The Brave One, Jodie Foster, Terrence Howard, Naveen Andrews, Nicky Katt,Action, Crime, Drama,36.79,R ,"62,101"
734,Turbo Kid, Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright,Action, Adventure, Comedy,0.05,Not Rated ,"28,863"
735,Stakeout, Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn,Action, Comedy, Crime,65.67,R ,"27,654"
736,Wild Target, Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett,Action, Comedy, Crime,0.12,PG-13 ,"39,238"
737,Om Shanti Om, Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher,Action, Comedy, Drama,3.60,Not Rated ,"46,177"
738,Antim: The Final Truth, Salman Khan, Aayush Sharma, Mahima Makwana, Mahesh Manjrekar,Action, Crime, Drama,Nan,UA ,"41,623"
739,The Fate of the Furious, Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez,Action, Crime, Thriller,226.01,PG-13 ,"240,491"
740,Venom, Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze,Action, Adventure, Sci-Fi,213.52,PG-13 ,"504,463"
741,Star Wars: Episode II - Attack of the Clones, Hayden Christensen, Natalie Portman, Ewan McGregor, Christopher Lee,Action, Adventure, Fantasy,310.68,PG ,"728,767"
742,Red Sparrow, Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling,Action, Drama, Thriller,46.87,R ,"192,316"
743,Smokin' Aces, Jeremy Piven, Ryan Reynolds, Ray Liotta, Joseph Ruskin,Action, Comedy, Crime,35.66,R ,"148,521"
744,Kong: Skull Island, Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly,Action, Adventure, Fantasy,168.05,PG-13 ,"329,578"
745,Divergent, Shailene Woodley, Theo James, Kate Winslet, Jai Courtney,Action, Adventure, Mystery,150.95,PG-13 ,"471,273"
746,Resident Evil, Milla Jovovich, Michelle Rodriguez, Ryan McCluskey, Oscar Pearce,Action, Horror, Sci-Fi,40.12,R ,"278,395"
747,Anna, Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy,Action, Thriller,Nan,7.74,R ,"86,986"
748,The Incredible Hulk, Edward Norton, Liv Tyler, Tim Roth, William Hurt,Action, Adventure, Sci-Fi,134.52,PG-13 ,"504,751"
749,John Carter, Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton,Action, Adventure, Sci-Fi,73.08,PG-13 ,"278,649"
750,Ender's Game, Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin,Action, Adventure, Sci-Fi,61.74,PG-13 ,"246,363"
751,The Other Guys, Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes,Action, Comedy, Crime,119.22,PG-13 ,"277,132"
752,The Old Guard, Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari,Action, Thriller,Nan,Nan,R ,"172,570"
753,The Amazing Spider-Man 2, Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti,Action, Adventure, Sci-Fi,202.85,PG-13 ,"512,055"
754,Licence to Kill, Timothy Dalton, Robert Davi, Carey Lowell, Talisa Soto,Action, Adventure, Thriller,34.67,PG-13 ,"107,997"
755,Enola Holmes, Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter,Action, Adventure, Crime,Nan,PG-13 ,"203,741"
756,The Hunger Games: Mockingjay - Part 1, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson,Action, Adventure, Sci-Fi,337.14,PG-13 ,"471,196"
757,Jungle Cruise, Dwayne Johnson, Emily Blunt, Edgar Ramírez, Jack Whitehall,Action, Adventure, Comedy,116.99,PG-13 ,"199,360"
758,The Chronicles of Riddick, Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton,Action, Adventure, Sci-Fi,57.76,R ,"235,483"
759,Pirates of the Caribbean: On Stranger Tides, Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush,Action, Adventure, Fantasy,241.06,PG-13 ,"540,958"
760,The Harder They Fall, Jonathan Majors, Zazie Beetz, RJ Cyler, Edi Gathegi,Action, Drama, Western,Nan,R ,"66,881"
761,Austin Powers: The Spy Who Shagged Me, Mike Myers, Heather Graham, Michael York, Robert Wagner,Action, Adventure, Comedy,206.04,PG-13 ,"240,180"
762,X-Men: The Last Stand, Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen,Action, Adventure, Sci-Fi,234.36,PG-13 ,"526,517"
763,The Rundown, Dwayne Johnson, Seann William Scott, Christopher Walken, Rosario Dawson,Action, Adventure, Comedy,47.73,PG-13 ,"110,062"
764,Elysium, Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga,Action, Drama, Sci-Fi,93.05,R ,"457,234"
765,Quantum of Solace, Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench,Action, Adventure, Mystery,168.37,PG-13 ,"457,536"
766,Robin Hood, Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow,Action, Adventure, Drama,105.27,PG-13 ,"275,103"
767,Jason Bourne, Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel,Action, Thriller,Nan,162.43,PG-13 ,"233,455"
768,Run All Night, Liam Neeson, Ed Harris, Joel Kinnaman, Vincent D'Onofrio,Action, Crime, Thriller,26.46,R ,"111,812"
769,The 13th Warrior, Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich,Action, Adventure, History,32.70,R ,"127,992"
770,Prince of Persia: The Sands of Time, Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina,Action, Adventure, Fantasy,90.76,PG-13 ,"295,861"
771,Crocodile Dundee, Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil,Action, Adventure, Comedy,174.64,PG-13 ,"110,123"
772,Ghostbusters II, Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis,Action, Comedy, Fantasy,112.49,PG ,"213,439"
773,Machete, Danny Trejo, Michelle Rodriguez, Robert De Niro, Jessica Alba,Action, Crime, Thriller,26.59,R ,"200,463"
774,Hunter Killer, Gerard Butler, Gary Oldman, Common, Linda Cardellini,Action, Thriller,Nan,15.77,R ,"67,024"
775,The Lego Movie 2: The Second Part, Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish,Animation, Action, Adventure,105.81,PG ,"70,922"
776,Overlord, Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk,Action, Horror, Sci-Fi,21.70,R ,"102,595"
777,30 Days of Night, Josh Hartnett, Melissa George, Danny Huston, Ben Foster,Action, Adventure, Horror,39.57,R ,"182,229"
778,The Expendables 2, Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme,Action, Adventure, Thriller,85.02,R ,"313,049"
779,The Heat, Sandra Bullock, Michael McDonald, Melissa McCarthy, Demián Bichir,Action, Comedy, Crime,159.58,R ,"176,602"
780,Flushed Away, Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno,Animation, Action, Adventure,64.67,PG ,"131,947"
781,Bad Boys II, Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà,Action, Comedy, Crime,138.61,R ,"258,085"
782,Rush Hour 2, Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang,Action, Comedy, Crime,226.16,PG-13 ,"228,074"
783,Tears of the Sun, Bruce Willis, Cole Hauser, Monica Bellucci, Eamonn Walker,Action, Drama, Thriller,43.73,R ,"126,228"
