,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross_Collection,Certification,votes
1309,Underwater, Kristen Stewart, Vincent Cassel, Mamoudou Athie, T.J. Miller,Action, Horror, Sci-Fi,17.29,PG-13 ,"87,781"
1310,The Last Witch Hunter, Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson,Action, Adventure, Fantasy,27.37,PG-13 ,"106,467"
1311,The Great Wall, Matt Damon, Tian Jing, Willem Dafoe, Andy Lau,Action, Adventure, Fantasy,45.54,PG-13 ,"140,321"
1312,The Wandering Earth, Jing Wu, Chuxiao Qu, Guangjie Li, Man-Tat Ng,Action, Adventure, Sci-Fi,5.88,TV-MA ,"33,792"
1313,Jurassic Park III, Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola,Action, Adventure, Sci-Fi,181.17,PG-13 ,"330,113"
1314,Teenage Mutant Ninja Turtles: Out of the Shadows, Megan Fox, Will Arnett, Tyler Perry, Laura Linney,Action, Adventure, Comedy,82.05,PG-13 ,"95,941"
1315,Into the Blue, Paul Walker, Jessica Alba, Scott Caan, Ashley Scott,Action, Adventure, Crime,18.47,PG-13 ,"77,958"
1316,London Has Fallen, Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett,Action, Thriller,Nan,62.68,R ,"163,524"
1317,The 6th Day, Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker,Action, Mystery, Sci-Fi,34.60,PG-13 ,"125,008"
1318,Iron Sky, Julia Dietze, Christopher Kirby, Götz Otto, Udo Kier,Action, Adventure, Comedy,Nan,R ,"95,338"
1319,Six Days Seven Nights, Harrison Ford, Anne Heche, David Schwimmer, Jacqueline Obradors,Action, Adventure, Comedy,74.33,PG-13 ,"80,439"
1320,The Rookie, Clint Eastwood, Charlie Sheen, Raul Julia, Sonia Braga,Action, Crime, Drama,21.63,R ,"28,249"
1321,The Brothers Grimm, Matt Damon, Heath Ledger, Monica Bellucci, Petr Ratimec,Action, Adventure, Comedy,37.92,PG-13 ,"123,766"
1322,Doomsday, Rhona Mitra, Bob Hoskins, Alexander Siddig, Caryn Peterson,Action, Sci-Fi, Thriller,10.96,R ,"78,524"
1323,Star Wars: The Clone Wars, Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein,Animation, Action, Adventure,35.16,PG ,"69,087"
1324,The Black Hole, Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms,Action, Sci-Fi,Nan,Nan,PG ,"26,766"
1325,The Golden Child, Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis,Action, Adventure, Comedy,79.82,PG-13 ,"57,633"
1326,Passenger 57, Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher,Action, Crime, Thriller,44.07,R ,"49,368"
1327,Vertical Limit, Scott Glenn, Chris O'Donnell, Bill Paxton, Robin Tunney,Action, Adventure, Drama,69.24,PG-13 ,"63,214"
1328,Keeping Up with the Joneses, Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot,Action, Comedy,Nan,14.90,PG-13 ,"65,016"
1329,The Legend of Zorro, Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Alberto Reyes,Action, Adventure, Romance,46.46,PG ,"104,721"
1330,Abraham Lincoln: Vampire Hunter, Benjamin Walker, Rufus Sewell, Dominic Cooper, Anthony Mackie,Action, Fantasy, Horror,37.52,R ,"158,444"
1331,Daylight, Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya,Action, Adventure, Drama,33.02,PG-13 ,"74,690"
1332,The One, Jet Li, Carla Gugino, Delroy Lindo, Jason Statham,Action, Sci-Fi, Thriller,43.91,PG-13 ,"93,924"
1333,Punisher: War Zone, Ray Stevenson, Dominic West, Julie Benz, Doug Hutchison,Action, Crime, Drama,8.05,R ,"65,003"
1334,The Fan, Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo,Action, Drama, Sport,18.57,R ,"49,887"
1335,Firefox, Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke,Action, Adventure, Thriller,46.71,PG ,"28,346"
1336,Braven, Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang,Action, Thriller,Nan,Nan,R ,"40,756"
1337,Domino, Keira Knightley, Mickey Rourke, Edgar Ramírez, Rizz Abbasi,Action, Biography, Crime,10.17,R ,"68,332"
1338,Red Tails, Cuba Gooding Jr., Gerald McRaney, David Oyelowo, Andre Royo,Action, Drama, History,49.88,PG-13 ,"36,312"
1339,Timecop, Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill,Action, Crime, Sci-Fi,44.85,R ,"61,454"
1340,Gone, Amanda Seyfried, Jennifer Carpenter, Wes Bentley, Daniel Sunjata,Action, Adventure, Mystery,11.65,PG-13 ,"45,245"
1341,Undercover Brother, Eddie Griffin, Denise Richards, Aunjanue Ellis-Taylor, Chris Kattan,Action, Comedy,Nan,38.23,PG-13 ,"35,597"
1342,3000 Miles to Graceland, Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater,Action, Comedy, Crime,15.74,R ,"47,740"
1343,Another 48 Hrs, Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe,Action, Comedy, Crime,80.82,R ,"43,060"
1344,Fatman, Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield,Action, Adventure, Comedy,Nan,R ,"27,751"
1345,Ride Along 2, Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt,Action, Comedy, Crime,91.22,PG-13 ,"60,895"
1346,Men at Work, Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David,Action, Comedy, Crime,16.25,PG-13 ,"25,644"
1347,Kidnap, Halle Berry, Sage Correa, Chris McGinn, Lew Temple,Action, Crime, Thriller,30.72,R ,"38,086"
1348,Fortress, Christopher Lambert, Loryn Locklin, Kurtwood Smith, Clifton Collins Jr.,Action, Crime, Sci-Fi,6.74,R ,"29,617"
1349,Sanctum, Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh,Action, Adventure, Drama,23.07,R ,"56,404"
1350,Hard Rain, Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver,Action, Crime, Drama,19.82,R ,"36,344"
1351,The Double, Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan,Action, Crime, Drama,Nan,PG-13 ,"31,006"
1352,Tiger Lives, Salman Khan, Katrina Kaif, Paresh Rawal, Kumud Mishra,Action, Adventure, Thriller,5.56,Not Rated ,"30,983"
1353,Ghosted, Chris Evans, Ana de Armas, Adrien Brody, Mike Moh,Action, Adventure, Comedy,Nan,PG-13 ,"38,091"
1354,The School for Good and Evil, Kit Young, Sophia Anne Caruso, Cate Blanchett, Liam Woon,Action, Comedy, Drama,Nan,PG-13 ,"31,335"
1355,Oldboy, Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley,Action, Drama, Mystery,2.19,R ,"78,161"
1356,Battleship, Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna,Action, Adventure, Sci-Fi,65.42,PG-13 ,"252,111"
1357,The League of Extraordinary Gentlemen, Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng,Action, Adventure, Fantasy,66.47,PG-13 ,"179,548"
1358,2012, John Cusack, Thandiwe Newton, Chiwetel Ejiofor, Amanda Peet,Action, Adventure, Sci-Fi,166.11,PG-13 ,"385,881"
1359,xXx, Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson,Action, Adventure, Thriller,142.11,PG-13 ,"182,837"
1360,Clash of the Titans, Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng,Action, Adventure, Fantasy,163.21,PG-13 ,"286,928"
1361,The Man from Toronto, Kevin Hart, Woody Harrelson, Jasmine Mathews, Kaley Cuoco,Action, Adventure, Comedy,Nan,PG-13 ,"53,455"
1362,Teenage Mutant Ninja Turtles, Megan Fox, Will Arnett, William Fichtner, Noel Fisher,Action, Adventure, Comedy,191.20,PG-13 ,"214,447"
1363,Haywire, Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano,Action, Drama, Thriller,18.94,R ,"88,322"
1364,Species, Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina,Action, Horror, Sci-Fi,60.07,R ,"82,296"
1365,Mortal Kombat, Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa,Action, Adventure, Fantasy,70.45,PG-13 ,"120,916"
1366,Noah, Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson,Action, Adventure, Drama,101.20,PG-13 ,"260,513"
1367,Troll, Ine Marie Wilmann, Kim Falck, Mads Sjøgård Pettersen, Gard B. Eidsvold,Action, Adventure, Drama,Nan,TV-14 ,"44,433"
1368,End of Days, Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak,Action, Fantasy, Horror,66.89,R ,"113,245"
1369,Cobra, Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson,Action, Crime, Thriller,49.04,R ,"76,349"
1370,Hollow Man, Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens,Action, Horror, Sci-Fi,73.21,R ,"134,350"
1371,Journey to the Center of the Earth, Brendan Fraser, Josh Hutcherson, Aníta Briem, Seth Meyers,Action, Adventure, Family,101.70,PG ,"126,886"
1372,Blade: Trinity, Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds,Action, Horror, Sci-Fi,52.41,R ,"182,457"
1373,Pride and Prejudice and Zombies, Lily James, Sam Riley, Jack Huston, Bella Heathcote,Action, Comedy, Fantasy,10.91,PG-13 ,"58,336"
1374,The Host, Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger,Action, Adventure, Drama,26.63,PG-13 ,"116,754"
1375,Lake Placid, Bridget Fonda, Bill Pullman, Oliver Platt, Brendan Gleeson,Action, Comedy, Horror,31.77,R ,"63,223"
1376,Without Remorse, Michael B. Jordan, Jodie Turner-Smith, Jamie Bell, Guy Pearce,Action, Thriller, War,Nan,R ,"60,982"
1377,The Mortal Instruments: City of Bones, Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West,Action, Adventure, Fantasy,31.17,PG-13 ,"136,311"
1378,Extinction, Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay,Action, Drama, Sci-Fi,Nan,TV-MA ,"55,029"
1379,RoboCop 2, Peter Weller, Nancy Allen, Belinda Bauer, Dan O'Herlihy,Action, Crime, Sci-Fi,45.68,R ,"89,044"
1380,Wild Hogs, Tim Allen, Martin Lawrence, John Travolta, William H. Macy,Action, Adventure, Comedy,168.27,PG-13 ,"120,839"
1381,Straw Dogs, James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods,Action, Drama, Thriller,10.32,R ,"35,142"
1382,Rambo III, Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith,Action, Adventure, Thriller,53.72,R ,"135,365"
1383,Over the Top, Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt,Action, Drama, Sport,16.06,PG ,"56,708"
1384,1941, John Belushi, Dan Aykroyd, Treat Williams, Nancy Allen,Action, Comedy, War,31.76,PG ,"34,967"
1385,Resident Evil: Afterlife, Milla Jovovich, Ali Larter, Wentworth Miller, Kim Coates,Action, Horror, Sci-Fi,60.13,R ,"175,072"
1386,Around the World in 80 Days, Jackie Chan, Steve Coogan, Jim Broadbent, Kathy Bates,Action, Adventure, Comedy,24.01,PG ,"92,154"
1387,Skyscraper, Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller,Action, Adventure, Thriller,68.42,PG-13 ,"126,563"
1388,Morgan, Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare,Action, Horror, Sci-Fi,3.91,R ,"44,767"
1389,Into the Storm, Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon,Action, Adventure, Drama,47.60,PG-13 ,"70,014"
1390,Striking Distance, Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore,Action, Crime, Mystery,23.80,R ,"44,276"
1391,The Green Hornet, Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz,Action, Comedy, Crime,98.78,PG-13 ,"162,475"
1392,Hard to Kill, Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin,Action, Crime, Drama,47.41,R ,"31,248"
1393,Reindeer Games, Ben Affleck, Gary Sinise, Charlize Theron, James Frain,Action, Adventure, Crime,23.36,R ,"41,190"
1394,Sudden Death, Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright,Action, Crime, Thriller,20.35,R ,"35,789"
1395,The Gunman, Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem,Action, Adventure, Crime,10.64,R ,"42,304"
1396,Cirque du Freak: The Vampire's Assistant, Chris Massoglia, John C. Reilly, Salma Hayek, Josh Hutcherson,Action, Adventure, Fantasy,14.05,PG-13 ,"47,227"
1397,Cradle 2 the Grave, Jet Li, DMX, Mark Dacascos, Anthony Anderson,Action, Crime, Drama,34.71,R ,"45,768"
1398,Air America, Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins,Action, Comedy, War,31.05,R ,"29,593"
1399,Bulletproof, Damon Wayans, Adam Sandler, James Caan, Jeep Swenson,Action, Comedy, Crime,21.16,R ,"39,222"
1400,Firewall, Harrison Ford, Virginia Madsen, Paul Bettany, Carly Schroeder,Action, Crime, Thriller,48.75,PG-13 ,"58,701"
1401,Taxi 3, Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Bai Ling,Action, Comedy, Crime,0.50,Not Rated ,"44,175"
1402,Samrat Prithviraj, Akshay Kumar, Sanjay Dutt, Manushi Chhillar, Ashutosh Rana,Action, Drama, History,Nan,UA ,"53,134"
1403,Mechanic: Resurrection, Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh,Action, Adventure, Crime,21.22,R ,"88,352"
1404,The Matrix Resurrections, Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff,Action, Sci-Fi,Nan,Nan,R ,"260,689"
1405,Mulan, Liu Yifei, Donnie Yen, Gong Li, Jet Li,Action, Adventure, Drama,Nan,PG-13 ,"152,471"
1406,Escape Room: Tournament of Champions, Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel,Action, Adventure, Horror,25.19,PG-13 ,"51,170"
1407,Army of the Dead, Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick,Action, Crime, Drama,1.00,R ,"178,195"
1408,G, Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun,Action, Adventure, Sci-Fi,122.52,PG-13 ,"184,317"
1409,G, Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje,Action, Adventure, Sci-Fi,152.27,PG-13 ,"211,785"
1410,Planet of the Apes, Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan,Action, Adventure, Sci-Fi,180.01,PG-13 ,"223,506"
1411,Memory, Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres,Action, Crime, Thriller,Nan,R ,"30,100"
1412,X-Men: Dark Phoenix, James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult,Action, Adventure, Sci-Fi,65.85,PG-13 ,"194,213"
1413,Pan, Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara,Action, Adventure, Comedy,35.09,PG ,"65,843"
1414,The Three Musketeers, Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich,Action, Adventure, Fantasy,20.38,PG-13 ,"109,763"
1415,Samaritan, Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco,Action, Drama, Fantasy,Nan,PG-13 ,"50,087"
1416,Freddy vs, Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena,Action, Horror,Nan,82.62,R ,"122,776"
1417,Bloodshot, Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell,Action, Adventure, Sci-Fi,12.56,PG-13 ,"81,015"
1418,Fantastic Four, Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba,Action, Adventure, Fantasy,154.70,PG-13 ,"335,781"
1419,Chaos Walking, Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo,Action, Adventure, Fantasy,13.29,PG-13 ,"52,484"
1420,Hitman: Agent 47, Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds,Action, Crime, Thriller,22.47,R ,"93,222"
1421,Underworld: Blood Wars, Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver,Action, Adventure, Fantasy,30.35,R ,"78,300"
1422,Lara Croft: Tomb Raider, Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor,Action, Adventure, Fantasy,131.14,PG-13 ,"213,639"
1423,Buffy the Vampire Slayer, Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer,Action, Comedy, Fantasy,16.62,PG-13 ,"46,904"
1424,Journey 2: The Mysterious Island, Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán,Action, Adventure, Comedy,103.86,PG ,"107,811"
1425,Only God Forgives, Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown,Action, Crime, Drama,0.78,R ,"114,995"
1426,Fool's Gold, Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena,Action, Adventure, Comedy,70.23,PG-13 ,"82,023"
1427,Cutthroat Island, Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin,Action, Adventure, Comedy,10.02,PG-13 ,"29,300"
1428,Allegiant, Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts,Action, Adventure, Mystery,66.18,PG-13 ,"127,382"
1429,The Darkest Minds, Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson,Action, Adventure, Drama,12.70,PG-13 ,"33,935"
1430,Gemini Man, Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong,Action, Sci-Fi, Thriller,48.55,PG-13 ,"116,637"
1431,Wrath of the Titans, Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes,Action, Adventure, Fantasy,83.67,PG-13 ,"192,126"
1432,Gamer, Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta,Action, Sci-Fi, Thriller,20.49,R ,"137,285"
1433,Escape from L, Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer,Action, Adventure, Sci-Fi,25.48,R ,"77,519"
1434,The Do-Over, Adam Sandler, David Spade, Paula Patton, Kathryn Hahn,Action, Adventure, Comedy,Nan,TV-MA ,"48,816"
1435,Poseidon, Richard Dreyfuss, Kurt Russell, Emmy Rossum, Josh Lucas,Action, Adventure, Thriller,60.67,PG-13 ,"107,271"
1436,Battle Los Angeles, Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez,Action, Adventure, Sci-Fi,83.55,PG-13 ,"182,461"
1437,Beckett, John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander,Action, Crime, Drama,Nan,TV-MA ,"27,235"
1438,Cooties, Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer,Action, Comedy, Horror,0.06,R ,"27,145"
1439,Race to Witch Mountain, Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig,Action, Adventure, Family,67.17,PG ,"61,336"
1440,Priest, Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban,Action, Fantasy, Horror,29.14,PG-13 ,"121,805"
1441,Mighty Joe Young, Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth,Action, Adventure, Family,50.63,PG ,"29,943"
1442,Sabotage, Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams,Action, Crime, Drama,10.51,R ,"64,829"
1443,Crocodile Dundee II, Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo,Action, Adventure, Comedy,109.31,PG ,"59,088"
1444,Ben-Hur, Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi,Action, Drama, Romance,26.41,PG-13 ,"45,370"
1445,Close, Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse,Action, Drama, Thriller,Nan,TV-MA ,"25,900"
1446,Bullet to the Head, Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang,Action, Crime, Thriller,9.48,R ,"51,113"
1447,Bandidas, Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam,Action, Comedy, Crime,Nan,PG-13 ,"36,356"
1448,Hudson Hawk, Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn,Action, Adventure, Comedy,17.22,R ,"58,155"
1449,Drillbit Taylor, Owen Wilson, Josh Peck, Alex Frost, Nate Hartley,Action, Comedy, Crime,32.85,PG-13 ,"61,408"
1450,Money Train, Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake,Action, Comedy, Crime,35.32,R ,"42,066"
1451,Red Planet, Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt,Action, Sci-Fi, Thriller,18.00,PG-13 ,"59,018"
1452,Nowhere to Run, Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine,Action, Drama, Romance,22.19,R ,"25,220"
1453,The Art of War, Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer,Action, Adventure, Crime,30.21,R ,"30,400"
1454,Armored, Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno,Action, Crime, Thriller,15.99,PG-13 ,"31,314"
1455,The Meg, Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis,Action, Horror, Sci-Fi,143.01,PG-13 ,"179,868"
1456,Strange World, Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid,Animation, Action, Adventure,Nan,PG ,"39,732"
1457,Murder Mystery 2, Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent,Action, Comedy, Crime,Nan,PG-13 ,"51,095"
1458,Jurassic World: Dominion, Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill,Action, Adventure, Sci-Fi,376.85,PG-13 ,"183,217"
1459,Transformers: Age of Extinction, Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci,Action, Adventure, Sci-Fi,245.44,PG-13 ,"320,605"
1460,Beast, Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi,Action, Adventure, Drama,31.85,R ,"33,717"
1461,Hulk, Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas,Action, Sci-Fi,Nan,132.18,PG-13 ,"272,571"
1462,Last Seen Alive, Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry,Action, Mystery, Thriller,Nan,R ,"25,228"
1463,Charlie's Angels, Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray,Action, Adventure, Comedy,125.31,PG-13 ,"191,072"
1464,Spy Kids, Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,112.72,PG ,"121,648"
1465,Pixels, Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage,Action, Comedy, Fantasy,78.75,PG-13 ,"150,383"
1466,The Marksman, Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba,Action, Drama, Thriller,Nan,PG-13 ,"40,049"
1467,R, Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon,Action, Adventure, Comedy,33.62,PG-13 ,"139,549"
1468,The Pacifier, Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett,Action, Comedy, Drama,113.09,PG ,"97,469"
1469,Men in Black: International, Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson,Action, Adventure, Comedy,80.00,PG-13 ,"139,352"
1470,Alexander, Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie,Action, Biography, Drama,34.30,R ,"172,812"
1471,You Don't Mess with the Zohan, Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson,Action, Comedy,Nan,100.02,PG-13 ,"207,472"
1472,Pacific Rim: Uprising, John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman,Action, Adventure, Fantasy,59.87,PG-13 ,"121,132"
1473,The Dark Tower, Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert,Action, Adventure, Fantasy,50.70,PG-13 ,"141,881"
1474,Alien vs, Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner,Action, Adventure, Horror,80.28,PG-13 ,"205,471"
1475,Assassin's Creed, Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson,Action, Adventure, Sci-Fi,54.65,PG-13 ,"202,983"
1476,Hold the Dark, Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough,Action, Crime, Drama,Nan,TV-MA ,"38,861"
1477,Judge Dredd, Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow,Action, Crime, Sci-Fi,34.69,R ,"121,180"
1478,Johnny Mnemonic, Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T,Action, Drama, Sci-Fi,19.08,R ,"73,891"
1479,Wild Card, Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia,Action, Crime, Drama,0.00,R ,"57,672"
1480,Machete Kills, Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba,Action, Crime, Thriller,8.01,R ,"80,616"
1481,Fantastic Four: Rise of the Silver Surfer, Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis,Action, Adventure, Fantasy,131.92,PG ,"270,968"
1482,The Specialist, Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger,Action, Drama, Thriller,57.36,R ,"67,850"
1483,Timeline, Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor,Action, Adventure, Sci-Fi,19.48,PG-13 ,"64,484"
1484,Double Impact, Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson,Action, Crime,Nan,30.10,R ,"42,272"
1485,The Ice Road, Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder,Action, Adventure, Thriller,Nan,PG-13 ,"43,848"
1486,Raw Deal, Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar,Action, Crime, Thriller,16.21,R ,"35,870"
1487,Jolt, Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale,Action, Comedy, Crime,Nan,R ,"33,145"
1488,Jay and Silent Bob Reboot, Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader,Action, Adventure, Comedy,Nan,R ,"27,115"
1489,National Security, Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke,Action, Comedy, Crime,36.38,PG-13 ,"52,417"
1490,The Pink Panther 2, Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia,Action, Adventure, Comedy,35.92,PG ,"46,636"
1491,Chain Reaction, Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward,Action, Drama, Sci-Fi,21.23,PG-13 ,"54,005"
1492,Brick Mansions, Paul Walker, David Belle, RZA, Goûchy Boy,Action, Crime, Thriller,20.40,PG-13 ,"43,224"
1493,Bad Company, Anthony Hopkins, Chris Rock, Matthew Marsh, Gabriel Macht,Action, Comedy, Thriller,30.16,PG-13 ,"48,988"
1494,MacGruber, Will Forte, Kristen Wiig, Val Kilmer, Ryan Phillippe,Action, Comedy,Nan,8.46,R ,"46,361"
1495,The Skulls, Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb,Action, Crime, Drama,35.05,PG-13 ,"32,985"
1496,Exit Wounds, Steven Seagal, DMX, Isaiah Washington, Anthony Anderson,Action, Crime, Thriller,51.76,R ,"36,181"
1497,Fire with Fire, Josh Duhamel, Bruce Willis, Rosario Dawson, Vincent D'Onofrio,Action, Thriller,Nan,Nan,R ,"27,078"
